"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"WFDAM238","journalArticle","2019","Park, Jeong Ho; Kim, Yushin; Lee, Kwang Jae; Yoon, Yong Soon; Kang, Si Hyun; Kim, Heesang; Park, Hyung Soon","Artificial neural network learns clinical assessment of spasticity in modified ashworth scale","Archives of Physical Medicine and Rehabilitation","","00039993","10.1016/j.apmr.2019.03.016","","Objective: To propose an artificial intelligence (AI)-based decision-making rule in modified Ashworth scale (MAS) that draws maximum agreement from multiple human raters and to analyze how various biomechanical parameters affect scores in MAS. Design: Prospective observational study. Setting: Two university hospitals. Participants: Hemiplegic adults with elbow flexor spasticity due to acquired brain injury (N=34). Intervention: Not applicable. Main Outcome Measures: Twenty-eight rehabilitation doctors and occupational therapists examined MAS of elbow flexors in 34 subjects with hemiplegia due to acquired brain injury while the MAS score and biomechanical data (ie, joint motion and resistance) were collected. Nine biomechanical parameters that quantify spastic response described by the joint motion and resistance were calculated. An AI algorithm (or artificial neural network) was trained to predict the MAS score from the parameters. Afterwards, the contribution of each parameter for determining MAS scores was analyzed. Results: The trained AI agreed with the human raters for the majority (82.2%, Cohen's kappa=0.743) of data. The MAS scores chosen by the AI and human raters showed a strong correlation (correlation coefficient=0.825). Each biomechanical parameter contributed differently to the different MAS scores. Overall, angle of catch, maximum stretching speed, and maximum resistance were the most relevant parameters that affected the AI decision. Conclusions: AI can successfully learn clinical assessment of spasticity with good agreement with multiple human raters. In addition, we could analyze which factors of spastic response are considered important by the human raters in assessing spasticity by observing how AI learns the expert decision. It should be noted that few data were collected for MAS3; the results and analysis related to MAS3 therefore have limited supporting evidence.","2019","2025-12-15 17:38:56","2025-12-15 17:38:56","","1907-1915","","10","100","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/K4P9UTLM/Park et al. - 2019 - Artificial neural network learns clinical assessment of spasticity in modified ashworth scale.pdf","","artificial intelligence; rehabilitation; muscle spasticity; outcomes assessment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNAR5ZA8","journalArticle","2025","Charman, Sarah Jane; Okwose, Nduka C.; Groenewegen, Amy; Del Franco, Annamaria; Tafelmeier, Maria; Preveden, Andrej; Garcia Sebastian, Cristina; Fuller, Amy S.; Sinclair, David; Edwards, Duncan; Nelissen, Anne Pauline; Malitas, Petros; Zisaki, Aikaterini; Darba, Josep; Bosnic, Zoran; Vracar, Petar; Barlocco, Fausto; Fotiadis, Dimitris; Banerjee, Prithwish; Macgowan, Guy A.; Fernandez, Oscar; Zamorano, José; Jiménez-Blanco Bravo, Marta; Maier, Lars S.; Olivotto, Iacopo; Rutten, Frans H.; Mant, Jonathan; Velicki, Lazar; Seferović, Petar M.; Filipovic, Nenad; Jakovljevic, Djordje G.; Fatima, Bano; Kate, Williams; Alessandra, Fornaro; Aleksandra, Milovancev; Meritxell, Ascanio; Ainoa, Aguera; Matej, Pičulin; Borut, Flis; Dimitrios, Boucharas; Dimitris, Manousos; Manolis, Tsiknakis; Thomas, Kassiotis; Tijana, Sustersic; Bogdan, Milicevic; Richard, Hobbs Fd; Onno, Kaagman","Clinical validation of an artificial intelligence-based decision support system for diagnosis and risk stratification of heart failure (STRATIFYHF): a protocol for a prospective, multicentre longitudinal study","BMJ Open","","","10.1136/bmjopen-2024-091793","","Introduction Heart failure (HF) is a complex clinical syndrome. Accurate risk stratification and early diagnosis of HF are challenging as its signs and symptoms are non-specific. We propose to address this global challenge by developing the STRATIFYHF artificial intelligence-driven decision support system (DSS), which uses novel analytical methods in determining the risk, diagnosis and prognosis of HF. The primary aim of the present study is to collect prospective clinical data to validate the STRATIFYHF DSS (in terms of diagnostic accuracy, sensitivity and specificity) as a tool to predict the risk, diagnosis and progression of HF. The secondary outcomes are the demographic and clinical predictors of risk, diagnosis and progression of HF. Methods and analysis STRATIFYHF is a prospective, multicentre, longitudinal study that will recruit up to 1600 individuals (n=800 suspected/at risk of HF and n=800 diagnosed with HF) aged ≥45 years old, with up to 24 months of follow-up observations. Individuals suspected of HF will be divided into two categories based on current definitions and predefined inclusion criteria. All participants will have their medical history recorded, along with data on physical examination (signs and symptoms), blood tests including serum natriuretic peptides levels, ECG and echocardiogram results, as well as demographic, socioeconomic and lifestyle data, and use of complete novel technologies (cardiac output response to stress test and voice recognition biomarkers). All measurements will be recorded at baseline and at 12-month follow-up, with medical history and hospitalisation also recorded at 24-month follow-up. Cardiovascular MRI assessment will be completed in a subset of participants (n=20-40) from eligible clinical centres only at baseline. Each clinical centre will recruit a subset of participants (n=30) who will complete a 6-month home-based monitoring of clinical characteristics and accelerometry (wrist-worn monitor) to determine the feasibility and acceptability of the STRATIFYHF mobile application. Focus groups and semistructured interviews will be conducted with up to 15 healthcare professionals and up to 20 study participants (10 at risk of HF and 10 diagnosed with HF) to explore the needs of patients and healthcare professionals prior to the development of the STRATIFYHF DSS and to evaluate the acceptability of this mobile application. Ethics and dissemination Ethical approval has been granted by the East Midlands - Leicester Central Research Ethics Committee (24/EM/0101). Dissemination activities will include journal publications and presentations at conferences, as well as development of training materials and delivery of focused training on the STRATIFYHF DSS and mobile application. We will develop and propose policy guidelines for integration of the STRATIFYHF DSS and mobile application into the standard of care in the HF care pathway.","2025","2025-12-15 17:38:56","2025-12-15 17:38:56","","","","1","15","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/NYUPKFCD/Charman et al. - 2025 - Clinical validation of an artificial intelligence-based decision support system for diagnosis and ri.pdf","","artificial intelligence; heart failure; risk management; clinical decision-making","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NMNXI8TH","journalArticle","2025","Scheppach, Markus W.; Mendel, Robert; Muzalyova, Anna; Rauber, David; Probst, Andreas; Nagl, Sandra; Römmele, Christoph; Yip, Hon Chi; Lau, Louis H.S.; Gölder, Stefan K.; Schmidt, Arthur; Kouladouros, Konstantinos; Abdelhafez, Mohamed; Walter, Benjamin M.; Meinikheim, Michael; Chiu, Philip W.Y.; Palm, Christoph; Messmann, Helmut; Ebigbo, Alanna","Use of artificial intelligence in submucosal vessel detection during third-space endoscopy","Endoscopy","","0013726X","10.1055/a-2534-1164","","Background While artificial intelligence (AI) shows high potential in decision support for diagnostic gastrointestinal endoscopy, its role in therapeutic endoscopy remains un- clear. Third-space endoscopic procedures pose the risk of intraprocedural bleeding. Therefore, we aimed to develop an AI algorithm for intraprocedural blood vessel detection. Methods Using a test dataset of 101 standardized video clips containing 200 predefined submucosal blood vessels, 19 endoscopists were evaluated for vessel detection rate (VDR) and time (VDT) with and without support of an AI al- gorithm. Endoscopists were grouped according to experi- ence in endoscopic submucosal dissection. Results With AI support, endoscopist VDR increased from 56.4% (95%CI CI 54.1–58.6) to 72.4% (95%CI CI 70.3– 74.4). Endoscopist VDT dropped from 6.7 seconds (95%CI 6.2–7.1) to 5.2 seconds (95%CI 4.8–5.7). False-positive readings appeared in 4.5% of frames and were marked for a significantly shorter time than true positives (0.7 seconds [95%CI 0.55–0.87] vs. 6.0 seconds [95%CI 5.28–6.70]). Conclusions AI improved the VDR and VDT of endoscopists during third-space endoscopy. While these data need to be corroborated by clinical trials, AI may prove to be an invalu- able tool for improving safety and speed of endoscopic in- terventions.","2025","2025-12-15 17:38:56","2025-12-15 17:38:56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SYVUAFHQ","journalArticle","2025","Shhadeh, Amjad; Daoud, Shadi; Redenski, Idan; Oren, Daniel; Zoabi, Adeeb; Kablan, Fares; Srouji, Samer","The contribution of real-time artificial intelligence segmentation in maxillofacial trauma emergencies","Diagnostics","","","10.3390/diagnostics15080984","","Background/Objectives: Maxillofacial trauma poses significant challenges in emergency medicine, requiring rapid interventions to minimize morbidity and mortality. Traditional segmentation methods are time-consuming and error-prone, particularly in high-pressure settings. Real-time artificial intelligence (AI) segmentation offers a transformative solution to streamline workflows and enhance clinical decision-making. This study evaluated the potential of real-time AI segmentation to improve diagnostic efficiency and support decision-making in maxillofacial trauma emergencies. Methods: This study evaluated 53 trauma patients with moderate to severe maxillofacial injuries treated over 16 months at Galilee Medical Center. AI-assisted segmentation using Materialise Mimics Viewer and Romexis Smart Tool was compared to semi-automated methods in terms of time and accuracy. The clinical impact of AI on diagnosis and treatment planning was also assessed. Results: AI segmentation was significantly faster than semi-automated methods (9.87 vs. 63.38 min) with comparable accuracy (DSC: 0.92–0.93 for AI; 0.95 for semi-automated). AI tools provided rapid 3D visualization of key structures, enabling faster decisions for airway management, fracture assessment, and foreign body localization. Specific trauma cases illustrate the potential of real-time AI segmentation to enhance the efficiency of diagnosis, treatment planning, and overall management of maxillofacial emergencies. The highest clinical benefit was observed in complex cases, such as orbital injuries or combined mandible and midface fractures. Conclusions: Real-time AI segmentation has the potential to enhance efficiency and clinical utility in managing maxillofacial trauma by providing precise, actionable data in time-sensitive scenarios. However, the expertise of oral and maxillofacial surgeons remains critical, with AI serving as a complementary tool to aid, rather than replace, clinical decision-making.","2025","2025-12-15 17:38:56","2025-12-15 17:38:56","","","","8","15","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/UH7Z3VEJ/Shhadeh et al. - 2025 - The contribution of real-time artificial intelligence segmentation in maxillofacial trauma emergenci.pdf","","artificial intelligence; emergency medicine; ai in clinical decision support; ai-based diagnostic imaging; ai-supported treatment planning; auto-segmentation; maxillofacial trauma; real-time imaging","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BUQBYD23","journalArticle","2025","Surapaneni, Krishna Mohan","Artificial intelligence-based novel wearables for noninvasive point-of-care assessment of high sensitivity cardiac troponins in patients with acute coronary syndrome","International Journal of Medical Biochemistry","","25872362","10.14744/IJMB.2024.55707","","The timely and accurate diagnosis of acute coronary syndrome (ACS) is essential for improving patient outcomes, as delayed treatment can result in irreversible myocardial damage and increased mortality. Many studies investigated the feasibility and efficacy of artificial intelligence (AI)-based wearable technologies for the non-invasive, point-of-care assessment of high-sensitivity cardiac troponins (hs-cTn), a critical biomarker for myocardial injury. These wearables combine advanced biosensors with machine learning algorithms to deliver real-time, accurate hs-cTn measurements, enabling faster and more effective clinical decision-making. Clinical trials reveal that AI-powered wearables achieve diagnostic accuracy comparable to traditional laboratory assays while significantly reducing diagnostic time and resource burden. Additionally, their portability and cost-effectiveness make them suitable for diverse healthcare settings, including remote and resource-limited environments. This opinion paper seeks to elaborate on the insights gained from this study, emphasizing the transformative potential of AI-driven wearables in enhancing ACS diagnosis, streamlining patient care, and reducing strain on healthcare systems.","2025","2025-12-15 17:38:56","2025-12-15 17:38:56","","151-154","","2","8","","","","","","","","","","","","","","","","","","","","","machine learning; artificial intelligence; wearable technology; point-of-care testing; non-invasive diagnostics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BQ23I3DI","journalArticle","2024","Cordero, Alberto; Bertomeu-Gonzalez, Vicente; Segura, José V.; Morales, Javier; Álvarez-Álvarez, Belén; Escribano, David; Rodríguez-Manero, Moisés; Cid-Alvarez, Belén; García-Acuña, José M.; González-Juanatey, José Ramón; Martínez-Mayoral, Asunción","Classification tree obtained by artificial intelligence for the prediction of heart failure after acute coronary syndromes","Medicina Clinica","","00257753","10.1016/j.medcli.2024.01.040","","Background: Coronary heart disease is the leading cause of heart failure (HF), and tools are needed to identify patients with a higher probability of developing HF after an acute coronary syndrome (ACS). Artificial intelligence (AI) has proven to be useful in identifying variables related to the development of cardiovascular complications. Methods: We included all consecutive patients discharged after ACS in two Spanish centers between 2006 and 2017. Clinical data were collected and patients were followed up for a median of 53 months. Decision tree models were created by the model-based recursive partitioning algorithm. Results: The cohort consisted of 7,097 patients with a median follow-up of 53 months (interquartile range: 18-77). The readmission rate for HF was 13.6% (964 patients). Eight relevant variables were identified to predict HF hospitalization time: HF at index hospitalization, diabetes, atrial fibrillation, glomerular filtration rate, age, Charlson index, hemoglobin, and left ventricular ejection fraction. The decision tree model provided 15 clinical risk patterns with significantly different HF readmission rates. Conclusions: The decision tree model, obtained by AI, identified 8 leading variables capable of predicting HF and generated 15 differentiated clinical patterns with respect to the probability of being hospitalized for HF. An electronic application was created and made available for free.","2024","2025-12-15 17:38:56","2025-12-15 17:38:56","","167-174","","4","163","","","","","","","","","","","","","","","","","","","","","machine learning; artificial intelligence; heart failure; acute coronary syndrome; decision tree model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5PBJ6HSZ","journalArticle","2024","Yang, Meicheng; Zhuang, Jinqiang; Hu, Wenhan; Li, Jianqing; Wang, Yu; Zhang, Zhongheng; Liu, Chengyu; Chen, Hui","Enhancing patient selection in sepsis clinical trials design through an AI enrichment strategy: Algorithm development and validation","Journal of Medical Internet Research","","","10.2196/54621","","Background: Sepsis is a heterogeneous syndrome, and enrollment of more homogeneous patients is essential to improve the efficiency of clinical trials. Artificial intelligence (AI) has facilitated the identification of homogeneous subgroups, but how to estimate the uncertainty of the model outputs when applying AI to clinical decision-making remains unknown. Objective: We aimed to design an AI-based model for purposeful patient enrollment, ensuring that a patient with sepsis recruited into a trial would still be persistently ill by the time the proposed therapy could impact patient outcome. We also expected that the model could provide interpretable factors and estimate the uncertainty of the model outputs at a customized confidence level. Methods: In this retrospective study, 9135 patients with sepsis requiring vasopressor treatment within 24 hours after sepsis onset were enrolled from Beth Israel Deaconess Medical Center. This cohort was used for model development, and 10-fold cross-validation with 50 repeats was used for internal validation. In total, 3743 patients with sepsis from the eICU Collaborative Research Database were used as the external validation cohort. All included patients with sepsis were stratified based on disease progression trajectories: rapid death, recovery, and persistent ill. A total of 148 variables were selected for predicting the 3 trajectories. Four machine learning algorithms with 3 different setups were used. We estimated the uncertainty of the model outputs using conformal prediction (CP). The Shapley Additive Explanations method was used to explain the model. Results: The multiclass gradient boosting machine was identified as the best-performing model with good discrimination and calibration performance in both validation cohorts. The mean area under the receiver operating characteristic curve with SD was 0.906 (0.018) for rapid death, 0.843 (0.008) for recovery, and 0.807 (0.010) for persistent ill in the internal validation cohort. In the external validation cohort, the mean area under the receiver operating characteristic curve (SD) was 0.878 (0.003) for rapid death, 0.764 (0.008) for recovery, and 0.696 (0.007) for persistent ill. The maximum norepinephrine equivalence, total urine output, Acute Physiology Score III, mean systolic blood pressure, and the coefficient of variation of oxygen saturation contributed the most. Compared to the model without CP, using the model with CP at a mixed confidence approach reduced overall prediction errors by 27.6% (n=62) and 30.7% (n=412) in the internal and external validation cohorts, respectively, as well as enabled the identification of more potentially persistent ill patients. Conclusions: The implementation of our model has the potential to reduce heterogeneity and enroll more homogeneous patients in sepsis clinical trials. The use of CP for estimating the uncertainty of the model outputs allows for a more comprehensive understanding of the model’s reliability and assists in making informed decisions based on the predicted outcomes.","2024","2025-12-15 17:38:56","2025-12-15 17:38:56","","","","","26","","","","","","","","","","","","","","","","","","","","","artificial intelligence; predictive modeling; sepsis; conformal prediction; disease progression trajectories; enrichment strategy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XRWX4I3B","journalArticle","2019","Segar, Matthew W.; Vaduganathan, Muthiah; Patel, Kershaw V.; McGuire, Darren K.; Butler, Javed; Fonarow, Gregg C.; Basit, Mujeeb; Kannan, Vaishnavi; Grodin, Justin L.; Everett, Brendan; Willett, Duwayne; Berry, Jarett; Pandey, Ambarish","Machine learning to predict the risk of incident heart failure hospitalization among patients with diabetes: The WATCH-DM risk score","Diabetes Care","","01495992","10.2337/dc19-0587","","OBJECTIVE To develop and validate a novel, machine learning–derived model to predict the risk of heart failure (HF) among patients with type 2 diabetes mellitus (T2DM). RESEARCH DESIGN AND METHODS Using data from 8,756 patients free at baseline of HF, with ¡10% missing data, and enrolled in the Action to Control Cardiovascular Risk in Diabetes (ACCORD) trial, we used random survival forest (RSF) methods, a nonparametric decision tree machine learning approach, to identify predictors of incident HF. The RSF model was externally validated in a cohort of individuals with T2DM using the Antihypertensive and Lipid-Lowering Treatment to Prevent Heart Attack Trial (ALLHAT). RESULTS Over a median follow-up of 4.9 years, 319 patients (3.6%) developed incident HF. The RSF models demonstrated better discrimination than the best performing Cox-based method (C-index 0.77 [95% CI 0.75–0.80] vs. 0.73 [0.70–0.76] respectively) and had acceptable calibration (Hosmer-Lemeshow statistic x¡sup¿2¡/sup¿ 5 9.63, P 5 0.29) in the internal validation data set. From the identified predictors, an integer-based risk score for 5-year HF incidence was created: the WATCH-DM (Weight [BMI], Age, hyperTension, Creatinine, HDL-C, Diabetes control [fasting plasma glucose], QRS Duration, MI, and CABG) risk score. Each 1-unit increment in the risk score was associated with a 24% higher relative risk of HF within 5 years. The cumulative 5-year incidence of HF increased in a graded fashion from 1.1% in quintile 1 (WATCH-DM score £7) to 17.4% in quintile 5 (WATCH-DM score ‡14). In the external validation cohort, the RSF-based risk prediction model and the WATCH-DM risk score performed well with good discrimination (C-index 5 0.74 and 0.70, respectively), acceptable calibration (P ‡0.20 for both), and broad risk stratification (5-year HF risk range from 2.5 to 18.7% across quintiles 1–5). CONCLUSIONS We developed and validated a novel, machine learning–derived risk score that integrates readily available clinical, laboratory, and electrocardiographic variables to predict the risk of HF among outpatients with T2DM.","2019","2025-12-15 17:38:56","2025-12-15 17:38:56","","2298-2306","","12","42","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/E3AHLL3W/Segar et al. - 2019 - Machine learning to predict the risk of incident heart failure hospitalization among patients with d.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZAZAEVNK","journalArticle","2025","Xiong, Wanli; Cao, Qiqi; Jia, Lu; Chen, Min; Liu, Tao; Zhao, Qingyan; Tang, Yanhong; Yang, Bo; Li, Li; Shi, Shaobo; Huang, He; Huang, Congxin","Machine-learning model for predicting left atrial thrombus in patients with paroxysmal atrial fibrillation","BMC Cardiovascular Disorders","","","10.1186/s12872-025-04847-w","","Objective: Left atrial thrombus (LAT) poses a significant risk for stroke and other thromboembolic complication in patients with atrial fibrillation (AF). This study aimed to evaluate the incidence and predictors of LAT in patients with paroxysmal AF, utilizing machine learning techniques based on data from the Chinese Atrial Fibrillation study. Methods: A large-scale multi-center retrospective study was conducted involving patients diagnosed with non-valvular paroxysmal AF. LAT incidence was assessed, and potential risk factors were analyzed. Machine learning algorithms, including decision tree, random forest, AdaBoost, k-Nearest Neighbor, and logistic regression, were employed to develop a predictive model for LAT. Results: Of the 49,515 patients with paroxysmal AF, 1,058 patients (2.1%, 95% CI 2.0%-2.3%) were identified with LAT. Sixty-one variables were initially included to train machine learning models, with the random forest algorithm demonstrating the best predictive performance (AUC 0.833, 95%CI 0.730–0.924). The final model, refined to include nine essential features, achieved an AUC of 0.787 (95%CI 0.670–0.883). Calibration analysis indicated no significant difference between predicted and observed values (p = 0.181). The median predicted probabilities of LAT across quintiles were 2.3%, 7.0%, 11.8%, 16.6%, and 21.5%. Conclusion: This simplified prediction model effectively identifies the risk of LAT in patients with paroxysmal AF, providing a valuable tool for clinical decision-making. Further studies are needed to explore AF management and risk stratification in other AF subtypes.","2025","2025-12-15 17:38:56","2025-12-15 17:38:56","","","","1","25","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/T96C2YZA/Xiong et al. - 2025 - Machine-learning model for predicting left atrial thrombus in patients with paroxysmal atrial fibril.pdf","","transesophageal echocardiography; left atrial thrombus; machine-learning model; paroxysmal atrial fibrillation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JWXF96CY","journalArticle","2025","Chen, Qiyi; Wang, Yulin; Zhang, Yixiao; Liu, Fangyu; Shao, Kejie; Lai, Hao; Wang, Chunsheng; Ji, Qiang","Development and validation of a novel nomogram risk prediction model for in-hospital death following extended aortic arch repair for acute type a aortic dissection","Reviews in Cardiovascular Medicine","","15306550","10.31083/RCM26943","","Background: Extended aortic arch repair (EAR) is increasingly adopted for treating acute type A aortic dissection (ATAAD). However, existing prediction models may not be suitable for assessing the in-hospital death risk in ATAAD patients undergoing EAR. This study aims to develop a comprehensive risk prediction model for in-hospital death following EAR based on patient’s preoperative status and surgical data, which may contribute to identification of high-risk individuals and improve outcomes following EAR. Methods: We reviewed clinical records of consecutive adult ATAAD patients undergoing EAR at our institute between January 2015 and December 2022. Utilizing data from 925 ATAAD patients undergoing EAR, we employed multivariable logistic regression and machine learning techniques, respectively, to develop nomograms for in-hospital mortality. Employed machine learning techniques included simple decision tree, random forest (RF), eXtreme Gradient Boosting (XGBoost), and support vector machine (SVM). Results: The nomogram based on SVM outperformed others, achieving a mean area under the receiver operating characteristic (ROC) curve (AUC) of 0.842 on training dataset and a mean AUC of 0.782 on testing dataset, accompanied by a Brier score of 0.058. Key risk factors included cerebral malperfusion, mesenteric malperfusion, preoperative critical station, Marfan syndrome, platelet count, D-dimer, coronary artery bypass grafting, and cardiopulmonary bypass time. A web-based application was developed for clinical use. Conclusions: We develop a novel nomogram risk prediction model based on SVM algorithm for in-hospital death following extended aortic arch repair for ATAAD with good discrimination and accuracy. Clinical Trial Registration: Registration number ChiCTR2200066414, https://www.chictr.org.cn/showproj.html?proj=187074.","2025","2025-12-15 17:38:56","2025-12-15 17:38:56","","","","4","26","","","","","","","","","","","","","","","","","","","/Users/clover/Zotero/storage/GKQZNKMB/Chen et al. - 2025 - Development and validation of a novel nomogram risk prediction model for in-hospital death following.pdf","","machine learning; prediction model; nomogram; extended aortic arch repair; acute type a aortic dissection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QT458LWL","journalArticle","2025","Nedadur, Rashmi; Bhatt, Nitish; Chung, Jennifer; Chu, Michael W.A.; Ouzounian, Maral; Wang, Bo","Machine learning and decision making in aortic arch repair","Journal of Thoracic and Cardiovascular Surgery","","00225223","10.1016/j.jtcvs.2023.11.032","","Background: Decision making during aortic arch surgery regarding cannulation strategy and nadir temperature are important in reducing risk, and there is a need to determine the best individualized strategy in a data-driven fashion. Using machine learning (ML), we modeled the risk of death or stroke in elective aortic arch surgery based on patient characteristics and intraoperative decisions. Methods: The study cohort comprised 1323 patients from 9 institutions who underwent an elective aortic arch procedure between 2002 and 2021. A total of 69 variables were used in developing a logistic regression and XGBoost ML model trained for binary classification of mortality and stroke. Shapely additive explanations (SHAP) values were studied to determine the importance of intraoperative decisions. Results: During the study period, 3.9% of patients died and 5.4% experienced stroke. XGBoost (area under the curve [AUC], 0.77 for death, 0.87 for stroke) demonstrated better discrimination than logistic regression (AUC, 0.65 for death, 0.75 for stroke). From SHAP analysis, intraoperative decisions are 3 of the top 20 predictors of death and 6 of the top 20 predictors of stroke. Predictor weights are patient-specific and reflect the patient's preoperative characteristics and other intraoperative decisions. Patient-level simulation also demonstrates the variable contribution of each decision in the context of the other choices that are made. Conclusions: Using ML, we can more accurately identify patients at risk of death and stroke, as well as the strategy that better reduces the risk of adverse events compared to traditional prediction models. Operative decisions made may be tailored based on a patient's specific characteristics, allowing for maximized, personalized benefit.","2025","2025-12-15 17:38:56","2025-12-15 17:38:56","","59-67.e4","","1","169","","","","","","","","","","","","","","","","","","","","","machine learning; aortic arch surgery; hypothermic circulatory arrest; neuroprotection strategy; xgboost; shapley additive explanations","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X4HNLGR4","journalArticle","2024","Gu, Feng; Xu, Jianing; Du, Lina; Liang, Hejun; Zhu, Jingyi; Lin, Lanhui; Ma, Lei; He, Boyuan; Wei, Xinxin; Zhai, Huihong","The machine learning model for predicting inadequate bowel preparation before colonoscopy: a multicenter prospective study","Clinical and Translational Gastroenterology","","2155384X","10.14309/ctg.0000000000000694","","INTRODUCTION:Colonoscopy is a critical diagnostic tool for colorectal diseases; however, its effectiveness depends on adequate bowel preparation (BP). This study aimed to develop a machine learning predictive model based on Chinese adults for inadequate BP.METHODS:A multicenter prospective study was conducted on adult outpatients undergoing colonoscopy from January 2021 to May 2023. Data on patient characteristics, comorbidities, medication use, and BP quality were collected. Logistic regression and 4 machine learning models (support vector machines, decision trees, extreme gradient boosting, and bidirectional projection network) were used to identify risk factors and predict inadequate BP.RESULTS:Of 3,217 patients, 21.14% had inadequate BP. The decision trees model demonstrated the best predictive capacity with an area under the receiver operating characteristic curve of 0.80 in the validation cohort. The risk factors at the nodes included body mass index, education grade, use of simethicone, diabetes, age, history of inadequate BP, and longer interval.DISCUSSION:The decision trees model we created and the identified risk factors can be used to identify patients at higher risk of inadequate BP before colonoscopy, for whom more polyethylene glycol or auxiliary medication should be used.","2024","2025-12-15 17:38:57","2025-12-15 17:38:57","","e00694","","5","15","","","","","","","","","","","","","","","","","","","","","machine learning; decision trees; bowel preparation; colonoscopy; predicting model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BVEGLBKQ","journalArticle","2019","Alawieh, Ali; Zaraket, Fadi; Alawieh, Mohamed Baker; Chatterjee, Arindam Rano; Spiotta, Alejandro","Using machine learning to optimize selection of elderly patients for endovascular thrombectomy","Journal of Neurointerventional Surgery","","17598478","10.1136/neurintsurg-2018-014381","","Background Endovascular thrombectomy (ET) is the standard of care for treatment of acute ischemic stroke (AIS) secondary to large vessel occlusion. The elderly population has been under-represented in clinical trials on ET, and recent studies have reported higher morbidity and mortality in elderly patients than in their younger counterparts. Objective To use machine learning algorithms to develop a clinical decision support tool that can be used to select elderly patients for ET. Methods We used a retrospectively identified cohort of 110 patients undergoing ET for AIS at our institution to train a regression tree model that can predict 90-day modified Rankin Scale (mRS) scores. The identified algorithm, termed SPOT, was compared with other decision trees and regression models, and then validated using a prospective cohort of 36 patients. Results When predicting rates of functional independence at 90 days, SPOT showed a sensitivity of 89.36% and a specificity of 89.66% with an area under the receiver operating characteristic curve of 0.952. Performance of SPOT was significantly better than results obtained using National Institutes of Health Stroke Scale score, Alberta Stroke Program Early CT score, or patients' baseline deficits. The negative predictive value for SPOT was ¿95%, and in patients who were SPOT-negative, we observed higher rates of symptomatic intracerebral hemorrhage after thrombectomy. With mRS scores prediction, the mean absolute error for SPOT was 0.82. Conclusions SPOT is designed to aid clinical decision of whether to undergo ET in elderly patients. Our data show that SPOT is a useful tool to determine which patients to exclude from ET, and has been implemented in an online calculator for public use.","2019","2025-12-15 17:38:57","2025-12-15 17:38:57","","847-851","","8","11","","","","","","","","","","","","","","","","","","","","","stroke; thrombectomy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
